,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
723,723,Ancien,,non,1920.0,RDC,Individuel,Electrique,,2.0,cesson-77240,"
                                                                            255 000 €
                                                                    ",91 m²,723,Individuel,3.0,5.0
724,724,Ancien,,non,1976.0,RDC,Individuel,Electrique,,,cesson-77240,"
                                                                            255 000 €
                                                                    ",85 m²,724,Individuel,3.0,5.0
725,725,Ancien,,non,1928.0,RDC,Individuel,Electrique,,,cesson-77240,"
                                                                            256 000 €
                                                                    ",90 m²,725,Individuel,3.0,5.0
726,726,,,,,,,,,,seine-port-77240,,,726,,,
727,727,Ancien,,non,1965.0,RDC,Individuel,Electrique,,,saint-fargeau-ponthierry-77310,"
                                                                            265 000 €
                                                                    ",77 m²,727,Individuel,2.0,4.0
728,728,Ancien,,non,1919.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,saint-fargeau-ponthierry-77310,"
                                                                            265 000 €
                                                                    ",111 m²,728,Individuel,3.0,4.0
729,729,Ancien,492 €,non,,RDC,Individuel,Electrique,,290.0,cesson-77240,"
                                                                            267 000 €
                                                                    ",121 m²,729,Individuel,4.0,6.0
730,730,Ancien,,non,1983.0,RDC,Individuel,Electricité + Poêle,,,saint-fargeau-ponthierry-77310,"
                                                                            274 000 €
                                                                    ",125 m²,730,,,
731,731,,,non,2000.0,RDC,,Gaz,,,saint-fargeau-ponthierry-77310,"
                                                                            275 000 €
                                                                    ",84 m²,731,,2.0,4.0
732,732,Ancien,,non,,RDC,Individuel,Pompe à chaleur,,,cesson-77240,"
                                                                            284 000 €
                                                                    ",120 m²,732,Individuel,4.0,6.0
733,733,,,non,1989.0,RDC,Individuel,Electrique,,,vaux-le-penil-77000,"
                                                                            284 500 €
                                                                    ",130 m²,733,Individuel,4.0,6.0
734,734,Ancien,,non,1973.0,RDC,Individuel,Fuel + Cheminée,,,boissise-le-roi-77310,"
                                                                            285 000 €
                                                                    ",147 m²,734,Individuel,4.0,6.0
735,735,Ancien,,non,,RDC,Individuel,Electricité + Poêle,,,perthes-77930,"
                                                                            305 000 €
                                                                    ",93.58 m²,735,Individuel,3.0,4.0
736,736,Ancien,,non,1900.0,RDC,Individuel,Gaz,,,boissise-le-roi-77310,"
                                                                            315 000 €
                                                                    ",241 m²,736,Individuel,7.0,10.0
737,737,,,non,1983.0,RDC,Individuel,Poêle à granules,,,cesson-77240,"
                                                                            338 500 €
                                                                    ",151 m²,737,Individuel,4.0,8.0
738,738,Ancien,,non,1989.0,RDC,Individuel,Electricité/Bois,,,pringy-77310,"
                                                                            349 000 €
                                                                    ",130 m²,738,Individuel,3.0,5.0
739,739,,,,,,,,,,saint-fargeau-ponthierry-77310,,,739,,,
740,740,Ancien,,non,1996.0,RDC,Individuel,Electrique,,,bailly-romainvilliers-77700,"
                                                                            361 000 €
                                                                    ",105 m²,740,Individuel,4.0,5.0
741,741,,,non,2007.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,cesson-77240,"
                                                                            365 000 €
                                                                    ",138.65 m²,741,Individuel,5.0,7.0
742,742,Moins de 10 ans,,non,2011.0,RDC,Individuel,Chauffage au sol Electrique,,,saint-fargeau-ponthierry-77310,"
                                                                            385 000 €
                                                                    ",130 m²,742,Individuel,4.0,6.0
743,743,,,non,2000.0,RDC,Individuel,Gaz,,,savigny-le-temple-77176,"
                                                                            389 500 €
                                                                    ",157 m²,743,Individuel,5.0,7.0
744,744,Ancien,,non,1920.0,RDC,Individuel,Fuel + Cheminée,,,moisenay-77950,"
                                                                            395 000 €
                                                                    ",265 m²,744,Individuel,6.0,10.0
745,745,Ancien,,non,1982.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,boissise-le-roi-77310,"
                                                                            395 000 €
                                                                    ",170 m²,745,Individuel,6.0,8.0
746,746,Récent,,non,2015.0,RDC,Individuel,Chauffage au sol Gaz,,,perthes-77930,"
                                                                            409 000 €
                                                                    ",129 m²,746,Individuel,4.0,6.0
747,747,Récent,,non,1994.0,RDC,Individuel,Gaz,,,boissise-le-roi-77310,"
                                                                            415 000 €
                                                                    ",130 m²,747,Individuel,3.0,6.0
748,748,Sur plan,660 €,non,2007.0,RDC,Individuel,Gaz,,,cesson-77240,"
                                                                            416 000 €
                                                                    ",132 m²,748,Individuel,4.0,6.0
749,749,,3540 €,non,1985.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,boissettes-77350,"
                                                                            444 000 €
                                                                    ",163 m²,749,Individuel,4.0,7.0
750,750,,,non,1850.0,RDC,,,,,cesson-77240,"
                                                                            447 000 €
                                                                    ",206 m²,750,,3.0,5.0
751,751,Ancien,,non,1800.0,RDC,Individuel,Electrique,,,boissise-la-bertrand-77350,"
                                                                            450 000 €
                                                                    ",130 m²,751,Individuel,3.0,5.0
752,752,Ancien,,non,1940.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,perthes-77930,"
                                                                            450 000 €
                                                                    ",230 m²,752,Individuel,3.0,5.0
753,753,Récent,216 €,non,1993.0,,Individuel,Gaz,,,saint-fargeau-ponthierry-77310,"
                                                                            457 000 €
                                                                    ",150 m²,753,Individuel,4.0,7.0
754,754,Ancien,,non,2007.0,RDC,Individuel,Gaz,,,bussy-saint-georges-77600,"
                                                                            470 000 €
                                                                    ",138 m²,754,Individuel,4.0,6.0
755,755,Ancien,3432 €,non,1991.0,RDC,,,,,seine-port-77240,"
                                                                            475 000 €
                                                                    ",180 m²,755,,6.0,7.0
756,756,Ancien,,non,1900.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,saint-sauveur-sur-ecole-77930,"
                                                                            500 000 €
                                                                    ",156 m²,756,Individuel,3.0,6.0
757,757,Ancien,,non,1850.0,RDC,Individuel,Mixte,,,maincy-77950,"
                                                                            529 000 €
                                                                    ",288 m²,757,Individuel,5.0,10.0
758,758,,,non,1984.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,seine-port-77240,"
                                                                            535 000 €
                                                                    ",150 m²,758,Individuel,4.0,6.0
759,759,Ancien,,non,1989.0,RDC,Individuel,Gaz (de ville ou Propane) + Cheminée,,,seine-port-77240,"
                                                                            546 000 €
                                                                    ",170 m²,759,Individuel,6.0,9.0
760,760,Ancien,3288 €,non,1972.0,2,Collectif,Gaz,5.0,272.0,plaisir-78370,"
                                                                            33 188 €
                                                                    ",83 m²,760,Collectif,2.0,4.0
761,761,,,,,,,,,,follainville-dennemont-78520,,,761,,,
762,762,Ancien,3420 €,non,1970.0,16,Collectif,Urbain,17.0,212.0,mantes-la-jolie-78200,"
                                                                            76 000 €
                                                                    ",80 m²,762,Collectif,2.0,4.0
763,763,Ancien,1200 €,non,2004.0,2,Individuel,Electrique,3.0,100.0,trappes-78190,"
                                                                            77 000 €
                                                                    ",25 m²,763,Individuel,,1.0
764,764,Ancien,2376 €,non,1969.0,4,Collectif,,9.0,,mantes-la-jolie-78200,"
                                                                            77 700 €
                                                                    ",49.85 m²,764,Collectif,1.0,2.0
765,765,Ancien,852 €,non,,3,Individuel,Electrique,3.0,22.0,conflans-sainte-honorine-78700,"
                                                                            79 900 €
                                                                    ",17 m²,765,Individuel,,1.0
766,766,Ancien,576 €,non,1970.0,RDC,,,,99.0,versailles-78000,"
                                                                            81 960 €
                                                                    ",12.1 m²,766,,,
767,767,Ancien,2196 €,non,1910.0,4,Individuel,Electrique,4.0,20.0,mantes-la-jolie-78200,"
                                                                            87 000 €
                                                                    ",30 m²,767,Individuel,1.0,2.0
768,768,Ancien,264 €,non,1989.0,1,Individuel,Electrique,3.0,9.0,mantes-la-jolie-78200,"
                                                                            87 000 €
                                                                    ",27 m²,768,,,
769,769,Ancien,3264 €,non,1975.0,8,Collectif,Urbain,8.0,70.0,mantes-la-jolie-78200,"
                                                                            87 000 €
                                                                    ",83 m²,769,Collectif,3.0,4.0
770,770,Ancien,3636 €,non,1970.0,12,Collectif,Urbain,16.0,144.0,mantes-la-jolie-78200,"
                                                                            87 000 €
                                                                    ",79.5 m²,770,Collectif,3.0,4.0
771,771,Ancien,2988 €,non,1970.0,4,Collectif,Par le sol,4.0,30.0,mantes-la-jolie-78200,"
                                                                            87 400 €
                                                                    ",70 m²,771,Collectif,2.0,3.0
772,772,Ancien,,non,1969.0,9,Collectif,Par le sol,10.0,180.0,mantes-la-jolie-78200,"
                                                                            87 400 €
                                                                    ",57 m²,772,Collectif,2.0,3.0
773,773,Ancien,708 €,non,1930.0,1,,,1.0,5.0,trappes-78190,"
                                                                            89 000 €
                                                                    ",29 m²,773,,,1.0
774,774,Ancien,672 €,non,1972.0,1,Individuel,Gaz,2.0,24.0,conflans-sainte-honorine-78700,"
                                                                            95 500 €
                                                                    ",24 m²,774,Individuel,,1.0
775,775,Ancien,1200 €,non,1921.0,2,Individuel,Electrique,3.0,12.0,mantes-la-jolie-78200,"
                                                                            98 000 €
                                                                    ",45 m²,775,Individuel,1.0,2.0
776,776,Ancien,3660 €,non,1970.0,6,Collectif,Urbain,,,mantes-la-jolie-78200,"
                                                                            98 000 €
                                                                    ",83 m²,776,Collectif,3.0,4.0
777,777,Ancien,1536 €,non,1979.0,1,Mixte,Mixte,3.0,40.0,mantes-la-jolie-78200,"
                                                                            98 000 €
                                                                    ",44 m²,777,Mixte,1.0,2.0
778,778,Ancien,180 €,non,1910.0,RDC,Individuel,Electrique,1.0,4.0,mantes-la-jolie-78200,"
                                                                            98 000 €
                                                                    ",30.18 m²,778,Individuel,1.0,2.0
779,779,Ancien,264 €,non,1900.0,3,Individuel,Electrique,3.0,10.0,versailles-78000,"
                                                                            99 000 €
                                                                    ",16 m²,779,Individuel,,1.0
780,780,,720 €,non,1991.0,RDC,Individuel,Electrique,2.0,22.0,vernouillet-78540,"
                                                                            107 000 €
                                                                    ",25.97 m²,780,Individuel,,1.0
781,781,,996 €,non,1989.0,2,Individuel,Electrique,3.0,45.0,mantes-la-jolie-78200,"
                                                                            108 000 €
                                                                    ",49 m²,781,Individuel,1.0,2.0
782,782,Ancien,2556 €,non,1960.0,3,Collectif,Chauffage au sol Gaz,4.0,75.0,mantes-la-jolie-78200,"
                                                                            108 000 €
                                                                    ",77.3 m²,782,Collectif,3.0,4.0
783,783,Ancien,1116 €,non,2007.0,1,,,2.0,30.0,chanteloup-les-vignes-78570,"
                                                                            115 000 €
                                                                    ",43 m²,783,,1.0,2.0
784,784,Ancien,2004 €,non,1961.0,1,Collectif,Gaz,7.0,156.0,mantes-la-jolie-78200,"
                                                                            119 000 €
                                                                    ",56.85 m²,784,Collectif,2.0,3.0
785,785,Ancien,1380 €,non,1963.0,RDC,Collectif,Gaz,7.0,168.0,mantes-la-jolie-78200,"
                                                                            119 000 €
                                                                    ",42 m²,785,Collectif,1.0,2.0
786,786,Ancien,1656 €,non,1965.0,1,Individuel,Electrique,3.0,160.0,rosny-sur-seine-78710,"
                                                                            119 500 €
                                                                    ",75.3 m²,786,Individuel,3.0,4.0
787,787,Ancien,2304 €,non,1957.0,1,Collectif,Urbain,4.0,16.0,mantes-la-jolie-78200,"
                                                                            119 500 €
                                                                    ",57.33 m²,787,Collectif,2.0,3.0
788,788,Sur plan,2268 €,non,1970.0,3,,,4.0,100.0,verneuil-sur-seine-78480,"
                                                                            124 800 €
                                                                    ",58 m²,788,,,3.0
789,789,Ancien,1284 €,non,2009.0,1,Individuel,Electrique,2.0,30.0,chanteloup-les-vignes-78570,"
                                                                            125 000 €
                                                                    ",52 m²,789,Individuel,1.0,2.0
790,790,Récent,996 €,non,2006.0,1,Individuel,Gaz,3.0,289.0,elancourt-78990,"
                                                                            125 000 €
                                                                    ",31.7 m²,790,Individuel,,1.0
791,791,Ancien,816 €,non,1990.0,2,Individuel,Electrique,3.0,29.0,issou-78440,"
                                                                            127 000 €
                                                                    ",39.73 m²,791,Individuel,1.0,2.0
792,792,Ancien,2304 €,non,1979.0,3,Mixte,Mixte,3.0,93.0,mantes-la-jolie-78200,"
                                                                            127 000 €
                                                                    ",67 m²,792,,,
793,793,,12 €,non,,RDC,Individuel,Electrique,,6.0,gargenville-78440,"
                                                                            128 000 €
                                                                    ",28.34 m²,793,Individuel,1.0,2.0
794,794,Ancien,864 €,non,1900.0,1,Individuel,Gaz,2.0,10.0,issou-78440,"
                                                                            128 000 €
                                                                    ",48.55 m²,794,Individuel,1.0,2.0
795,795,,1260 €,non,1978.0,3,Individuel,Gaz,3.0,42.0,limay-78520,"
                                                                            128 500 €
                                                                    ",62.42 m²,795,Individuel,2.0,3.0
796,796,Ancien,1848 €,non,1970.0,2,,,4.0,100.0,vernouillet-78540,"
                                                                            129 000 €
                                                                    ",57 m²,796,,2.0,4.0
797,797,Ancien,2604 €,non,1972.0,2,Collectif,Gaz,3.0,400.0,trappes-78190,"
                                                                            130 000 €
                                                                    ",64 m²,797,Collectif,3.0,4.0
798,798,,1524 €,non,1970.0,1,Collectif,Gaz,4.0,100.0,vernouillet-78540,"
                                                                            130 000 €
                                                                    ",47 m²,798,Collectif,2.0,3.0
799,799,Sur plan,600 €,non,1950.0,2,Individuel,Electrique,2.0,12.0,triel-sur-seine-78510,"
                                                                            130 000 €
                                                                    ",36 m²,799,Individuel,1.0,2.0
800,800,,1344 €,non,1965.0,2,Individuel,Gaz,4.0,317.0,conflans-sainte-honorine-78700,"
                                                                            131 900 €
                                                                    ",44 m²,800,Individuel,2.0,3.0
801,801,Ancien,1644 €,non,1970.0,4,Collectif,Gaz,4.0,124.0,fontenay-le-fleury-78330,"
                                                                            132 000 €
                                                                    ",42 m²,801,Collectif,1.0,2.0
802,802,Sur plan,9708 €,non,2000.0,2,,,6.0,34.0,saint-germain-en-laye-78100,"
                                                                            133 000 €
                                                                    ",18 m²,802,,,1.0
803,803,Moins de 10 ans,1560 €,non,2004.0,1,Individuel,Electrique,3.0,100.0,trappes-78190,"
                                                                            134 500 €
                                                                    ",44 m²,803,Individuel,1.0,2.0
804,804,Récent,924 €,non,2005.0,1,Individuel,Gaz,3.0,125.0,sartrouville-78500,"
                                                                            135 000 €
                                                                    ",26 m²,804,Individuel,,1.0
805,805,,396 €,non,1930.0,2,Individuel,Electrique,3.0,9.0,saint-germain-en-laye-78100,"
                                                                            135 000 €
                                                                    ",23 m²,805,Individuel,,1.0
806,806,Ancien,948 €,non,1970.0,RDC,Collectif,Gaz,3.0,583.0,noisy-le-roi-78590,"
                                                                            135 000 €
                                                                    ",23.6 m²,806,Collectif,,2.0
807,807,Récent,1368 €,non,,1,,,2.0,19.0,chanteloup-les-vignes-78570,"
                                                                            136 000 €
                                                                    ",52 m²,807,,2.0,3.0
808,808,Récent,1380 €,non,2012.0,1,Collectif,Gaz,3.0,,chanteloup-les-vignes-78570,"
                                                                            136 000 €
                                                                    ",38.72 m²,808,Collectif,1.0,2.0
809,809,Ancien,1368 €,non,1950.0,RDC,Collectif,Gaz,2.0,6.0,mantes-la-jolie-78200,"
                                                                            138 000 €
                                                                    ",42.5 m²,809,Collectif,1.0,2.0
810,810,Ancien,2016 €,non,1974.0,1,Individuel,Gaz,3.0,4.0,limay-78520,"
                                                                            139 000 €
                                                                    ",69.87 m²,810,Individuel,2.0,4.0
811,811,Sur plan,1248 €,non,1991.0,3,Individuel,Electrique,3.0,40.0,mantes-la-ville-78711,"
                                                                            139 500 €
                                                                    ",46.16 m²,811,Individuel,1.0,2.0
812,812,Ancien,1620 €,non,1989.0,1,Individuel,Electrique,3.0,50.0,mantes-la-jolie-78200,"
                                                                            140 000 €
                                                                    ",75.78 m²,812,Individuel,2.0,3.0
813,813,Ancien,2796 €,non,1972.0,RDC,Collectif,Gaz,7.0,125.0,mantes-la-jolie-78200,"
                                                                            140 000 €
                                                                    ",61.22 m²,813,Collectif,2.0,3.0
814,814,Ancien,1560 €,non,1960.0,4,Collectif,Gaz,5.0,60.0,houilles-78800,"
                                                                            140 600 €
                                                                    ",24.76 m²,814,Collectif,,1.0
815,815,Ancien,2196 €,non,1970.0,2,,,2.0,140.0,trappes-78190,"
                                                                            141 000 €
                                                                    ",51 m²,815,,2.0,3.0
816,816,Ancien,1704 €,non,1965.0,1,Collectif,Gaz,4.0,318.0,plaisir-78370,"
                                                                            143 300 €
                                                                    ",45 m²,816,Collectif,1.0,2.0
817,817,Ancien,1344 €,non,1965.0,4,Individuel,Gaz,4.0,50.0,mantes-la-jolie-78200,"
                                                                            144 000 €
                                                                    ",69.7 m²,817,Individuel,2.0,4.0
818,818,Sur plan,1104 €,non,2006.0,3,Individuel,Electrique,4.0,85.0,mantes-la-jolie-78200,"
                                                                            144 000 €
                                                                    ",47 m²,818,Individuel,1.0,2.0
819,819,,1500 €,non,1970.0,2,Individuel,Electrique,4.0,60.0,elancourt-78990,"
                                                                            144 000 €
                                                                    ",47 m²,819,Individuel,1.0,2.0
820,820,Récent,1656 €,non,1982.0,2,,,4.0,,mantes-la-jolie-78200,"
                                                                            145 000 €
                                                                    ",58 m²,820,,1.0,2.0
821,821,Récent,900 €,non,2006.0,RDC,Individuel,Electrique,3.0,392.0,elancourt-78990,"
                                                                            145 900 €
                                                                    ",38.68 m²,821,Individuel,1.0,2.0
822,822,Récent,1296 €,non,2009.0,1,Individuel,Electrique,3.0,35.0,mantes-la-ville-78711,"
                                                                            147 000 €
                                                                    ",60 m²,822,Individuel,2.0,3.0
823,823,Récent,1620 €,non,1990.0,RDC,Individuel,Electrique,2.0,34.0,mantes-la-jolie-78200,"
                                                                            149 000 €
                                                                    ",75.25 m²,823,Individuel,2.0,3.0
824,824,,1200 €,non,2008.0,RDC,Individuel,Electrique,5.0,24.0,carrieres-sous-poissy-78955,"
                                                                            149 000 €
                                                                    ",33 m²,824,Individuel,1.0,2.0
825,825,Ancien,900 €,non,1995.0,2,Individuel,Electrique,2.0,31.0,plaisir-78370,"
                                                                            149 000 €
                                                                    ",33.85 m²,825,Individuel,1.0,2.0
826,826,Ancien,1596 €,non,1990.0,1,Individuel,Electrique,3.0,50.0,mantes-la-jolie-78200,"
                                                                            150 000 €
                                                                    ",72 m²,826,Individuel,2.0,3.0
827,827,Ancien,1596 €,non,1930.0,RDC,Individuel,Electrique,2.0,30.0,trappes-78190,"
                                                                            150 000 €
                                                                    ",52 m²,827,Individuel,1.0,2.0
828,828,Ancien,1116 €,non,1950.0,RDC,Individuel,Electrique,3.0,50.0,houilles-78800,"
                                                                            150 000 €
                                                                    ",33 m²,828,Individuel,1.0,2.0
829,829,Ancien,3192 €,non,1973.0,2,Collectif,Gaz,4.0,47.0,mantes-la-ville-78711,"
                                                                            151 000 €
                                                                    ",78.36 m²,829,Collectif,2.0,4.0
830,830,,1440 €,non,1960.0,7,,,7.0,120.0,maurepas-78310,"
                                                                            151 250 €
                                                                    ",60 m²,830,,1.0,2.0
831,831,Ancien,1440 €,non,1960.0,7,Individuel,Gaz,7.0,120.0,maurepas-78310,"
                                                                            151 250 €
                                                                    ",60 m²,831,Individuel,1.0,2.0
832,832,Ancien,1944 €,non,1970.0,3,Collectif,Gaz,3.0,275.0,plaisir-78370,"
                                                                            156 000 €
                                                                    ",45 m²,832,Collectif,1.0,2.0
833,833,Ancien,1296 €,non,1993.0,1,Individuel,Electrique,3.0,155.0,plaisir-78370,"
                                                                            156 900 €
                                                                    ",63 m²,833,Individuel,2.0,3.0
834,834,,,non,2009.0,RDC,,,,,conflans-sainte-honorine-78700,"
                                                                            157 000 €
                                                                    ",36 m²,834,,1.0,2.0
835,835,Ancien,2640 €,non,1980.0,2,Collectif,Gaz,3.0,250.0,sartrouville-78500,"
                                                                            159 000 €
                                                                    ",72 m²,835,Collectif,2.0,3.0
836,836,,1548 €,non,1975.0,6,Collectif,Gaz,,80.0,poissy-78300,"
                                                                            159 000 €
                                                                    ",43.8 m²,836,Collectif,1.0,2.0
837,837,Sur plan,1200 €,non,2007.0,1,Individuel,Electrique,5.0,28.0,carrieres-sous-poissy-78955,"
                                                                            160 000 €
                                                                    ",38.93 m²,837,Individuel,1.0,2.0
838,838,Ancien,1668 €,non,1900.0,RDC,Individuel,Gaz,2.0,,mantes-la-jolie-78200,"
                                                                            160 000 €
                                                                    ",70 m²,838,Individuel,2.0,3.0
839,839,Ancien,840 €,non,1991.0,RDC,Individuel,Electrique,4.0,40.0,mantes-la-ville-78711,"
                                                                            161 000 €
                                                                    ",58.85 m²,839,Individuel,2.0,3.0
840,840,,984 €,non,2007.0,1,Individuel,Electrique,5.0,52.0,carrieres-sous-poissy-78955,"
                                                                            162 000 €
                                                                    ",39.21 m²,840,Individuel,1.0,2.0
841,841,Ancien,2844 €,non,1971.0,4,Collectif,Urbain,9.0,850.0,plaisir-78370,"
                                                                            163 500 €
                                                                    ",71 m²,841,Collectif,2.0,3.0
842,842,,756 €,non,1992.0,3,Individuel,Electrique,3.0,56.0,montesson-78360,"
                                                                            165 000 €
                                                                    ",24.87 m²,842,Individuel,,1.0
843,843,Ancien,1344 €,non,2005.0,1,Individuel,Electrique,3.0,20.0,vernouillet-78540,"
                                                                            165 000 €
                                                                    ",61.63 m²,843,Individuel,2.0,3.0
844,844,Ancien,2184 €,non,1940.0,RDC,,,,73.0,conflans-sainte-honorine-78700,"
                                                                            165 000 €
                                                                    ",58 m²,844,,2.0,3.0
845,845,Ancien,1104 €,non,1970.0,2,Individuel,,5.0,,trappes-78190,"
                                                                            165 000 €
                                                                    ",70 m²,845,Individuel,2.0,3.0
846,846,Ancien,1800 €,non,1991.0,3,Individuel,Electrique,4.0,150.0,mantes-la-jolie-78200,"
                                                                            165 000 €
                                                                    ",64.32 m²,846,Individuel,2.0,3.0
847,847,,1488 €,non,2009.0,1,Individuel,Electrique,1.0,24.0,bonnieres-sur-seine-78270,"
                                                                            165 000 €
                                                                    ",70 m²,847,Individuel,3.0,4.0
848,848,Moins de 10 ans,2040 €,non,2015.0,2,Collectif,Gaz,2.0,91.0,trappes-78190,"
                                                                            166 000 €
                                                                    ",60 m²,848,Collectif,1.0,2.0
849,849,Ancien,2628 €,non,1980.0,3,Collectif,Par le sol,3.0,45.0,mantes-la-jolie-78200,"
                                                                            167 500 €
                                                                    ",77.51 m²,849,Collectif,2.0,4.0
850,850,Ancien,2388 €,non,1970.0,2,Collectif,Gaz,4.0,230.0,sartrouville-78500,"
                                                                            169 000 €
                                                                    ",63 m²,850,Collectif,2.0,4.0
851,851,Moins de 10 ans,1500 €,non,2012.0,1,Individuel,Electrique,4.0,47.0,buchelay-78200,"
                                                                            169 000 €
                                                                    ",60.2 m²,851,Individuel,2.0,3.0
852,852,,444 €,non,1900.0,3,Individuel,Electrique,3.0,10.0,versailles-78000,"
                                                                            169 000 €
                                                                    ",30 m²,852,Individuel,,1.0
853,853,,2304 €,non,1970.0,2,Collectif,Gaz,4.0,100.0,verneuil-sur-seine-78480,"
                                                                            169 000 €
                                                                    ",64 m²,853,Collectif,3.0,4.0
854,854,Ancien,2700 €,non,1965.0,3,Collectif,Gaz,4.0,240.0,bois-d-arcy-78390,"
                                                                            172 000 €
                                                                    ",60 m²,854,Collectif,2.0,3.0
855,855,Ancien,1200 €,non,1990.0,RDC,Individuel,Electrique,4.0,120.0,montigny-le-bretonneux-78180,"
                                                                            172 000 €
                                                                    ",54 m²,855,Individuel,1.0,2.0
856,856,Ancien,900 €,non,1970.0,2,Individuel,Gaz,4.0,40.0,maurepas-78310,"
                                                                            172 000 €
                                                                    ",65 m²,856,Individuel,2.0,3.0
857,857,Ancien,1200 €,non,1990.0,RDC,Individuel,Electrique,4.0,120.0,montigny-le-bretonneux-78180,"
                                                                            172 000 €
                                                                    ",54 m²,857,Individuel,1.0,2.0
858,858,Ancien,2496 €,non,1970.0,RDC,Collectif,Gaz,5.0,120.0,sartrouville-78500,"
                                                                            172 200 €
                                                                    ",69.16 m²,858,Collectif,2.0,3.0
859,859,Ancien,4800 €,non,1960.0,3,Collectif,Par le sol,4.0,1490.0,marly-le-roi-78160,"
                                                                            173 000 €
                                                                    ",67 m²,859,Collectif,3.0,4.0
860,860,Moins de 10 ans,1368 €,non,2008.0,3,Individuel,Electrique,,156.0,mantes-la-jolie-78200,"
                                                                            175 000 €
                                                                    ",76 m²,860,Individuel,3.0,4.0
861,861,Moins de 10 ans,1200 €,non,,RDC,,,,100.0,carrieres-sous-poissy-78955,"
                                                                            175 000 €
                                                                    ",37.3 m²,861,,1.0,2.0
862,862,Ancien,2400 €,non,1980.0,RDC,,,5.0,100.0,verneuil-sur-seine-78480,"
                                                                            176 000 €
                                                                    ",66 m²,862,,2.0,3.0
863,863,Sur plan,996 €,non,2005.0,4,Individuel,Electrique,5.0,76.0,poissy-78300,"
                                                                            178 000 €
                                                                    ",44.8 m²,863,Individuel,1.0,2.0
864,864,Ancien,2628 €,non,1967.0,4,Collectif,Par le sol,4.0,82.0,marly-le-roi-78160,"
                                                                            178 500 €
                                                                    ",55 m²,864,Collectif,2.0,3.0
865,865,Ancien,3000 €,non,1965.0,2,Collectif,Urbain,4.0,627.0,plaisir-78370,"
                                                                            179 000 €
                                                                    ",77 m²,865,Collectif,3.0,4.0
866,866,Ancien,552 €,non,1900.0,3,Individuel,Gaz,3.0,9.0,le-vesinet-78110,"
                                                                            180 000 €
                                                                    ",26.38 m²,866,Individuel,,1.0
867,867,,720 €,non,1990.0,1,Individuel,Electrique,4.0,191.0,poissy-78300,"
                                                                            181 000 €
                                                                    ",45 m²,867,Individuel,1.0,2.0
868,868,Neuf,1836 €,non,2016.0,3,Collectif,Urbain,6.0,,mantes-la-ville-78711,"
                                                                            182 000 €
                                                                    ",56 m²,868,Collectif,2.0,3.0
869,869,Moins de 10 ans,1896 €,non,2015.0,2,Collectif,Gaz,2.0,91.0,trappes-78190,"
                                                                            182 000 €
                                                                    ",60.7 m²,869,Collectif,2.0,3.0
870,870,Ancien,3204 €,non,1965.0,1,Collectif,,4.0,318.0,plaisir-78370,"
                                                                            184 000 €
                                                                    ",67.71 m²,870,Collectif,2.0,4.0
871,871,Ancien,3684 €,non,1960.0,4,Collectif,Par le sol,4.0,1490.0,marly-le-roi-78160,"
                                                                            184 000 €
                                                                    ",52.31 m²,871,,,
872,872,Ancien,4800 €,non,1960.0,RDC,Collectif,Chauffage au sol Gaz,4.0,1490.0,marly-le-roi-78160,"
                                                                            185 000 €
                                                                    ",66 m²,872,Collectif,2.0,4.0
873,873,Récent,1404 €,non,2014.0,RDC,,,,260.0,saint-cyr-l-ecole-78210,"
                                                                            188 000 €
                                                                    ",40 m²,873,,1.0,2.0
874,874,,2496 €,non,,2,Collectif,Gaz,5.0,46.0,verneuil-sur-seine-78480,"
                                                                            188 000 €
                                                                    ",71.79 m²,874,Collectif,1.0,3.0
875,875,,900 €,non,2016.0,1,Collectif,Gaz,4.0,132.0,mantes-la-jolie-78200,"
                                                                            188 000 €
                                                                    ",42.65 m²,875,Collectif,1.0,2.0
876,876,,1032 €,non,2007.0,RDC,Individuel,Gaz,4.0,86.0,poissy-78300,"
                                                                            189 000 €
                                                                    ",43.9 m²,876,Individuel,1.0,2.0
877,877,Ancien,1932 €,non,1969.0,4,Individuel,Gaz,4.0,687.0,bois-d-arcy-78390,"
                                                                            189 000 €
                                                                    ",81 m²,877,Individuel,3.0,4.0
878,878,,,,,,,,,,saint-cyr-l-ecole-78210,,,878,,,
879,879,Ancien,3000 €,non,1970.0,2,Collectif,Gaz,5.0,985.0,plaisir-78370,"
                                                                            194 000 €
                                                                    ",87 m²,879,Collectif,2.0,4.0
880,880,,,non,1991.0,1,Individuel,Electrique,3.0,90.0,poissy-78300,"
                                                                            195 000 €
                                                                    ",45 m²,880,Individuel,1.0,2.0
