,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
164,164,Ancien,960 €,non,1990.0,1,Individuel,Gaz,2.0,8.0,corbeil-essonnes-91100,"
                                                                            94 000 €
                                                                    ",56 m²,164,Individuel,1.0,3.0
165,165,,,,,,,,,,draveil-91210,,,165,,,
166,166,Ancien,2232 €,non,1940.0,2,Individuel,Gaz,2.0,10.0,corbeil-essonnes-91100,"
                                                                            98 000 €
                                                                    ",54 m²,166,Individuel,1.0,2.0
167,167,Ancien,1200 €,non,1991.0,2,Individuel,Electrique,3.0,60.0,corbeil-essonnes-91100,"
                                                                            98 000 €
                                                                    ",47 m²,167,Individuel,2.0,3.0
168,168,Ancien,2400 €,non,1959.0,5,Collectif,Chauffage au sol Gaz,10.0,502.0,evry-91000,"
                                                                            99 000 €
                                                                    ",68 m²,168,Collectif,3.0,4.0
169,169,Ancien,1500 €,non,1975.0,RDC,Individuel,Electrique,2.0,30.0,yerres-91330,"
                                                                            99 900 €
                                                                    ",27 m²,169,Individuel,2.0,2.0
170,170,Ancien,,non,1980.0,1,Individuel,Electrique,3.0,1.0,morsang-sur-orge-91390,"
                                                                            100 000 €
                                                                    ",23.61 m²,170,Individuel,,1.0
171,171,Ancien,1080 €,non,1950.0,1,Individuel,Electrique,2.0,12.0,corbeil-essonnes-91100,"
                                                                            103 500 €
                                                                    ",55 m²,171,Individuel,1.0,2.0
172,172,Récent,924 €,non,2007.0,4,Individuel,Electrique,4.0,207.0,corbeil-essonnes-91100,"
                                                                            103 700 €
                                                                    ",37 m²,172,Individuel,1.0,2.0
173,173,Récent,936 €,non,2007.0,3,Individuel,Electrique,4.0,162.0,corbeil-essonnes-91100,"
                                                                            103 700 €
                                                                    ",38 m²,173,Individuel,1.0,2.0
174,174,Récent,1248 €,non,2008.0,1,Collectif,Gaz,3.0,84.0,evry-91000,"
                                                                            103 700 €
                                                                    ",41 m²,174,Collectif,1.0,2.0
175,175,Ancien,912 €,non,1991.0,3,Individuel,Electrique,3.0,60.0,corbeil-essonnes-91100,"
                                                                            103 700 €
                                                                    ",50.4 m²,175,Individuel,2.0,3.0
176,176,Ancien,1656 €,non,1975.0,2,Collectif,Urbain,4.0,500.0,les-ulis-91940,"
                                                                            105 000 €
                                                                    ",44.41 m²,176,Collectif,1.0,2.0
177,177,Ancien,1356 €,non,2006.0,3,Individuel,Electrique,3.0,93.0,corbeil-essonnes-91100,"
                                                                            108 000 €
                                                                    ",44.27 m²,177,Individuel,2.0,2.0
